event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
AFG63464,2022-03-09,2022,2,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Health Workers (Afghanistan); Labor Group (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Samangan,Aybak,,Aybak,36.2647,68.0155,3,Shafaqna,National,"Around 9 March 2022 (as reported), doctors and other staff of the Coronavirus Hospital staged a protest in Samangan [coded to Aybak with GP3] province demanding the back pay of their salaries for one year.",0,crowd size=no report,1658871315
AFG63440,2022-03-08,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Hazara Ethnic Group (Afghanistan); Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Daykundi,Nili,,Nili,33.7218,66.1302,3,Twitter,New media,"On 8 March 2022, 1 doctor of Hazara ethnicity was hit and killed by a Taliban vehicle in Daykundi province [coded as Nili with GP3].",1,,1647360017
AFG63350,2022-02-24,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kunduz,Hazrati Imam Sahib,,Imam Sahib,37.189,68.9364,2,Aamaj News; Etilaat e Roz; TOLO News; Afghan Peace Watch; Twitter; Radio Killid; Hasht-e Subh,Local partner-Other,"On 24 February 2022, 3 polio vaccinators were killed by unknown gunmen in Hazrati Imam Sahib district, Kunduz. No group claimed responsibility for the attack. On the same day, a total of 8 vaccinators were killed in Kunduz and Takhar provinces. 2 suspects were arrested in connection to the incidents. Taliban said the attackers said they were paid by the NRF to carry the attacks.",3,,1647961432
AFG63351,2022-02-24,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kunduz,Kunduz,,Kunduz,36.729,68.857,1,Etilaat e Roz; Twitter; Radio Killid; Hasht-e Subh; Aamaj News; TOLO News; Afghan Peace Watch,Local partner-Other,"On 24 February 2022, 4 polio vaccinators were killed by unknown gunmen in the Ibrahim Khel area, PD2 of Kunduz city. No group claimed responsibility for the attack. On the same day, a total of 8 vaccinators were killed in Kunduz and Takhar provinces. 2 suspects were arrested in connection to the incidents. Taliban said the attackers said they were paid by the NRF to carry the attacks.",4,,1647961432
AFG63355,2022-02-24,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Takhar,Taluqan,,Taluqan,36.7341,69.5336,1,Aamaj News; Afghan Peace Watch; Etilaat e Roz; Hasht-e Subh; Radio Killid; TOLO News,Local partner-Other,"On 24 February 2022, 1 polio vaccinator was killed and another was injured by unknown gunmen in the city of Taluqan, Takhar. No group claimed responsibility for the attack. On the same day, a total of 8 vaccinators were killed in Kunduz and Takhar provinces. 2 suspects were arrested in connection to the incidents.",1,,1712695308
AFG63259,2022-02-18,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Hasht-e Subh; Twitter,New media-National,"On 18 February 2022, a dentist was shot dead by the Taliban forces after he failed to stop at a checkpoint on the Kabul University road in Kabul city. Taliban officials claimed that a group of Taliban wanted to arrest some robbers but as the passengers got scared and refused to stop, they shot in the air that resulted in killing of the doctor.",1,,1722291483
AFG63265,2022-02-16,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Health Workers (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Baghlan,Pul-i-Khumri,,Pul-i-Khumri,35.9446,68.7151,1,Afghan Peace Watch,Local partner-Other,"On 16 February 2022, doctors and staff of the Civil Hospital protested and demanded the payments of their delayed salaries in Pul-i-Khumri city, Baghlan.",0,crowd size=no report,1646148808
AFG63271,2022-02-16,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Baghlan,Andarab,,Andarab,35.6335,69.2602,2,Afghan Peace Watch,Local partner-Other,"On 16 February 2022, the Taliban forces shot and killed a doctor in Dara Qasan area of Andarab district, Baghlan province.",0,,1715131348
AFG63247,2022-02-15,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Baghlan,Deh Salah,,Deh Salah,35.6863,69.3114,2,Afghan Islamic Press News Agency; Afghan Peace Watch; Etilaat e Roz; Hasht-e Subh; Subhe Kabul,Local partner-Other,"On 15 February 2022, a doctor was killed by Taliban members in his house in Qasan area of Deh Salah district, Baghlan. The motive behind the incident is unclear. the former vice president of Afghanistan in a tweet claimed that the doctor was killed by the Taliban forces to prevent him from treating NRF fighters.",1,,1715131349
AFG69018,2022-02-03,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Teachers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Undisclosed Source,Local partner-Other,"On 3 February 2022, Taliban police arrested a doctor (also a professor) at Kabul city, and took him to an undisclosed location. His whereabouts remained unknown until 20 February 2022 when he was released.",0,,1738102142
AFG63122,2022-01-29,2022,2,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Labor Group (Afghanistan); Health Workers (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Faryab,Maimana,,Maimana,35.9213,64.7841,3,Hasht-e Subh,National,"Around 29 January 2022 (as reported), a number of doctors and other staff from a coronavirus hospital protested in Faryab [coded to Maimana with GP3] against 10-month delay in payment of their salaries.",0,crowd size=no report,1644338961
AFG62617,2022-01-17,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Herat,Herat,,Herat,34.3482,62.1997,1,Khaama Press,National,"On 17 January 2022, 2 civilians including a doctor were killed by the Taliban at a checkpoint at Kazemi area of Herat city. No information on the motive.",2,,1707253995
AFG62652,2022-01-16,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Health Workers (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Takhar,Taluqan,,Taluqan,36.7341,69.5336,1,Afghan Peace Watch; Hasht-e Subh,Local partner-Other,"On 16 January 2022, tens of doctors and staff at Takhar provincial hospital protested in Taluqan city, Takhar, to demand the payment of their salaries for the past 6 months.",0,crowd size=tens,1712695308
AFG62559,2022-01-09,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Health Workers (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Baghlan,Pul-i-Khumri,,Pul-i-Khumri,35.9446,68.7151,3,Afghan Peace Watch,Local partner-Other,"On 9 January 2022, tens of doctors and nurses protested in Baghlan province [coded as Pul-i-Khumri with GP3] and demanded their salaries for the past 6 months of work. They said the hospital, which treats Covid cases, is about to run out of medication.",0,crowd size=tens,1642532076
AFG62421,2021-12-24,2021,2,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Ghazni,Ghazni,,Ghazni,33.5508,68.4225,1,Afghan Peace Watch,Local partner-Other,"Around 24 December 2021 (as reported), 1 civilian, a health worker, was beaten by a Taliban member for wearing clothes similar to former Afghan forces uniform in the Darwaza Balkh area of Ghazni city.",0,,1663080020
AFG62806,2021-12-23,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Akhbar Alaan; Twitter,New media-International,"On 23 December 2021, a doctor was abducted by unknown armed men in Karte Now area of Kabul city. Another source claimed that he was killed but not confirmed.",0,,1722291482
AFG62442,2021-12-18,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Government of Afghanistan (2021-); Health Workers (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,TOLO News,National,"Around 18 December 2021 (as reported), dozens of employees of the 400-bed hospital in Kabul and employees of Ministry of Housing and Town Planning protested in Kabul because they didn't receive their salaries for months. The protesters said that they had to sell their household items to buy food. The Ministry of Finance said it is working on paying the salaries of the government employees.",0,crowd size=dozens,1722291482
AFG68997,2021-12-15,2021,3,Political violence,Violence against civilians,Abduction/forced disappearance,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Parwan,Salang,,Salang,35.2818,69.1528,2,Undisclosed Source,Local partner-Other,"Around 15 December 2021 (month of), Taliban arrested a doctor at Salang district (Parwan) over unspecified reasons. His whereabouts remained unknown for five months.",0,,1738102142
AFG62369,2021-11-25,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Badakhshan,Kishm,,Mashhad,36.8167,70.1021,2,Twitter; Independent Persian,New media-International,"On 25 November 2021, a doctor was taken out of his clinic and tortured by Taliban for unknown reasons in the center of Kishm district [coded to Mashhad with GP2], Badakhshan. An eyewitness claimed that the doctor was first taken to a nearby garden and then tortured while being tied in a tree. He was secured after local elders' mediation. The doctor does not have any political background but one of his brothers was a former member of Afghan military forces in the previous government.",0,,1639508985
AFG62267,2021-11-18,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,1,Afghan Islamic Press News Agency,National,"On 18 November 2021, a doctor who was kidnapped on 20 September 2021 [coded in another event] was killed by unknown gunmen who kidnapped him in the Nawabad area of Mazar-e-Sharif city, Balkh.",1,,1637706301
AFG63641,2021-11-06,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Afghanistan (2021-) General Directorate of Intelligence,,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Parwan,Charikar,,Charikar,35.0166,69.174,3,Aamaj News; Afghan Peace Watch; Twitter,Local partner-Other,"On 6 November 2021, Taliban intelligence arrested the Director of Salang district hospital in Parwan province [coded as Charikar with GP3]. His whereabouts remained unknown.",0,,1737435502
AFG62199,2021-10-26,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Health Workers (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Twitter,New media,"On 26 October 2021, a group of doctors protested demanding for their pay in Kabul province.",0,crowd size=no report,1722291482
AFG62140,2021-10-10,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Health Workers (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Shamshad TV,National,"Around 10 October 2021 (as reported), dozens of doctors and medical staff from Samangan and Nuristan provinces protested in Kabul city demanding their salaries after not being paid for 14 months. .",0,crowd size=dozens,1722291482
AFG62094,2021-09-29,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Baghlan,Pul-e-Hisar,,Dehyak,35.6282,69.4512,2,Etilaat e Roz; Shafaqna; Twitter; Xinhua,New media-National,"On 29 September 2021, unidentified armed men killed a doctor with 3-6 of his family members and injured 4 other in his family in Dehyak village of Pul-e-Hisar district, Baghlan. Another source claimed that he was killed by Taliban; he was a famous doctor in Andrab who had treated many NRF as well as Taliban injured forces in Andarab. Taliban did not claim killing him and said the perpetrators would be found soon.",4,,1707858595
AFG62061,2021-09-20,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,1,Twitter; Ariana TV; Etilaat e Roz,New media-National,"On 20 September 2021, a doctor was abducted by unidentified armed men from Nawabad area in Mazar-e-Sharif city, Balkh. The son of the doctor claimed that his father was kidnaped on the way to his office by 6-7 armed men.",0,,1632855559
AFG68871,2021-09-09,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2021-),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,1,Undisclosed Source,Local partner-Other,"On 9 September 2021, Taliban raided the house of a female doctor, assaulted her and took away her brother at Kandahar city. The whereabouts of the brother are not known. Motive unknown.",0,,1739304990
AFG64773,2021-09-01,2021,3,Political violence,Violence against civilians,Attack,Police Forces of Afghanistan (2021-) General Directorate of Intelligence,,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,HRW,Other,"Around 1 September 2021 (beginning of month), 1 doctor was arrested by the Taliban intelligence in Jalalabad city, Nangarhar. His body along with 2 other bodies were found 10 days after he was arrested. It had a note that he was an IS doctor which his family denied.",3,,1660054465
AFG61740,2021-08-07,2021,2,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,1,Afghan Peace Watch; Pajhwok Afghan News; Twitter,Local partner-Other,"Around 7 August 2021 (as reported), a doctor was shot by unidentified militant in Kandahar city. He died on 7 August.",1,,1739304988
AFG57473,2021-07-25,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan); Military Forces of Afghanistan (2014-2021); Police Forces of Afghanistan (2014-2021),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Shakar Dara,,Shakar Dara,34.6833,68.9833,2,Pajhwok Afghan News; TOLO News,National,"On 25 July 2021, 5 civilians were killed by Unidentified gunmen who stopped their car and shot them dead in Shakar Dara district, Kabul. The civilians were members of the Afghan security personnel but were off-duty. One of them were police hospital employee. Locals claimed they were first kidnapped and totured.",5,,1715717023
AFG61113,2021-07-10,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,1,Afghan Peace Watch,Local partner-Other,"On 10 July 2021, a midwife was shot and killed by unknown gunmen (assumed militants) in PD2 of Kandahar city.",1,,1739304988
AFG55984,2021-06-15,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Farah,Farah,,Farah,32.3745,62.1164,1,New York Times; Afghan Voice Agency; Reporterly (Afghanistan),National-International,"On 15 June 2021, a doctor was killed by two unidentified gunmen on motorcycles in front of his house by a private clinic in PD1 of the city of Farah.",1,,1624386552
AFG55997,2021-06-15,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,Reporterly (Afghanistan); Twitter; TOLO News; AP; Kabul Now; Radio Salam Watandar; AFP; Afghan Voice Agency; Xinhua; Afghan Islamic Press News Agency; 1TV (Afghanistan),New media-National,"On 15 June 2021, at least 2 members of a polio vaccination team were wounded, 0-1 killed after unidentified gunmen who opened fire on them in PD3 of the city of Jalalabad, Nangarhar.",0,,1624386552
AFG56001,2021-06-15,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Surkh Rud,,Sultanpur,34.412,70.2963,2,Afghan Voice Agency; AFP; Twitter; Xinhua; New York Times; TOLO News; AP; 1TV (Afghanistan); Afghan Islamic Press News Agency; Kabul Now; Radio Salam Watandar,New media-National,"On 15 June 2021, 2 members of a polio vaccination team were killed after unidentified gunmen opened fire on them in the Surkh Rud district, Nangarhar.",2,,1624386552
AFG55998,2021-06-15,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Khugyani,,Kaza,34.2409,70.1827,2,1TV (Afghanistan); Afghan Islamic Press News Agency; Afghan Voice Agency; AFP; AP; Kabul Now; New York Times; Radio Salam Watandar; Reporterly (Afghanistan); TOLO News; Twitter; Xinhua,New media-National,"On 15 June 2021, 2 members of a polio vaccination team were killed, and another was wounded, after unidentified gunmen opened fire on them in the Chamtala area of the Khugyani district, Nangarhar.",2,,1730855050
AFG55916,2021-06-13,2021,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State Khorasan Province (ISKP),,Rebel group,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Rebel group-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,ExTrac; Telegram,Local partner-International,"On 13 June 2021, 1 doctor working in a military hospital was killed when his vehicle hit IS-planted bomb in PD8 of Kabul city.",1,,1730228606
AFG64633,2021-05-22,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Aid Workers (Afghanistan); Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,3,Aid Worker Security Database,Local partner-Other,"On 22 May 2021, 2 health workers working for an INGO were abducted and held by an unknown armed group to do a surgical operation on a militant [unknown location coded to Kabul]. They were released after 3 days. No further information.",0,,1722291483
AFG54513,2021-05-18,2021,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Afghanistan (2014-2021),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Baghlan,Baghlan-e-Jadeed,,Baghlan-e-Jadeed,36.1201,68.6819,2,Afghan Peace Watch; New York Times; Voice of Jihad,Local partner-Other,"On 18 May 2021, Afghan military airstrikes hit a clinic in Baghlan-e-Jadeed district (coded as Baghlani Jadid), Baghlan. 0-1 civilian was killed and 4-8 others, including health workers were wounded. Local officials said the clinic treats Taliban militants.",0,,1710267989
AFG54486,2021-05-16,2021,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Aid Workers (Afghanistan); UN: United Nations; Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Bati Kot,,Bati Kot,34.2435,70.7285,2,Afghan Islamic Press News Agency; Liveuamap; Twitter; Aid Worker Security Database,Local partner-Other,"On 16 May 2021, 4 civilians, including a doctor, were killed, and 5 others were wounded, after their car hit an IED in the Bara Kala area of the Bati Kot district, Nangarhar. 1 of the victims was a UN worker. It's unclear who set the explosive.",3,,1623783702
AFG54303,2021-05-08,2021,1,Political violence,Riots,Mob violence,Rioters (Afghanistan),,Rioters,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Rioters-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,AFP; AP; GardaWorld,Other-International,"On 8 May 2021, ambulance workers were beaten by an angry crowd near the Sayed-ul-Shuhada High School Dasht-e-Barchi neighborhood of PD 13 of the city of Kabul following a series of bombings that left many school children dead. The health workers were attempting to take the injured to the hospital when they were attacked by a crowd of onlookers.",0,crowd size=no report,1729632970
AFG54176,2021-05-05,2021,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kalakan,,Kalakan,34.7837,69.15,2,Afghan Islamic Press News Agency; New York Times; Pajhwok Afghan News; Xinhua,National-International,"On 5 May 2021, at least 1 civilian was killed and 10 were wounded when a vehicle carrying health workers was hit by a bomb in Kalakan district, Kabul. It's unclear who planted it.",1,,1706649894
AFG53749,2021-04-23,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Afghanistan (2014-2021) National Directorate of Security,,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Logar,Mohammad Agha,,Safed Sang,34.2941,69.1489,1,New York Times,International,"On 23 April 2021, 2 civilians, 1 doctor and his son, were killed during an operation of NDS in the Safed Sang area of Mohammad Agha district, Logar.",2,,1631067192
AFG53262,2021-04-09,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Afghan Islamic Press News Agency; Pajhwok Afghan News,National,"On 9 April 2021, 1 doctor was shot and killed by unknown gunmen (assumed militants) in the Karta-e-Sakhi area of PD3, Kabul city.",1,,1722291480
AFG53655,2021-03-31,2021,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Taliban,,Rebel group,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Rebel group-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Logar,Baraki Barak,,Baraki Barak,33.9692,68.9447,2,Afghan Peace Watch,Local partner-Other,"On 31 March 2021, at least 20 civilians were wounded when Taliban militants shelled a health clinic in Baraki Barak district, Logar.",0,,1641933580
AFG53014,2021-03-30,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan); Women (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,Afghan Voice Agency; Afghanistan Times; AFP; New York Times; TOLO News,National-International,"On 30 March 2021, 3 women working for a polio vaccination campaign were killed by unidentified gunmen in two separate attacks in the Majboor Area of PD4 and the Lal Qasim Agha area of PD7 in the city of Jalalabad, Nangarhar. They had been going door to door when they were shot by the gunmen. Their deaths come on the eve of a national vaccination campaign against polio.",3,,1727819477
AFG52419,2021-03-10,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Ghor,Duleena,,Shahidan,34.0518,64.6962,1,Afghan Islamic Press News Agency; New York Times,National-International,"On 10 March 2021, 2 civilians including a doctor were shot and killed by unknown gunmen in the Shahidan (Shaheedan) area of Du Layna district, Ghor.",2,,1618488822
AFG52416,2021-03-10,2021,1,Political violence,Violence against civilians,Attack,Taliban,,Rebel group,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Rebel group-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Ghor,Duleena,,Duleena,34.156,64.7857,1,Afghan Peace Watch; Reporterly (Afghanistan); Twitter,Local partner-Other,"On 10 March 2021, Taliban shot and killed 2-3 civilians including a vaccinator in Shahidan area of Du Layna (Du Laina) district, Ghor province.",2,,1660684245
AFG52455,2021-03-07,2021,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kunar,Sawkai,,Sawkai,34.6925,70.9264,2,New York Times; Afghan Islamic Press News Agency,National-International,"On 7 March 2021, a public health doctor was killed in an unidentified militants planted IED blast in Chalas area of Chawkay (Sokai) district, Kunar province.",1,,1636498618
AFG60740,2021-03-07,2021,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kunar,Noorgal,,Noorgal,34.6134,70.765,2,Afghan Peace Watch,Local partner-Other,"On 7 March 2021, 1 doctor was killed by an IED in Noorgal district, Kunar. It's unclear who planted it.",1,,1709061517
AFG57839,2021-03-04,2021,1,Political violence,Violence against civilians,Attack,Taliban,,Rebel group,Civilians (Afghanistan),Government of Afghanistan (2014-2021); Health Workers (Afghanistan),Civilians,Rebel group-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Helmand,Lashkargah,,Lashkargah,31.5938,64.3716,1,Afghan Islamic Press News Agency,National,"On 4 March 2021, a member of Nawa-e Barakzayi social Shura and a health worker was shot and wounded by Taliban militants outside a clinic in Lashkargah city, Helmand.",0,,1631067059
